RID: 0 | Length (bytes): 20 | Data: Afghanistan
RID: 1 | Length (bytes): 17 | Data: Albania
RID: 2 | Length (bytes): 18 | Data: Algeria
RID: 3 | Length (bytes): 27 | Data: Andorra
RID: 4 | Length (bytes): 16 | Data: Angola
RID: 5 | Length (bytes): 33 | Data: Antigua & Barbuda
RID: 6 | Length (bytes): 25 | Data: Argentina
RID: 7 | Length (bytes): 18 | Data: Armenia
RID: 8 | Length (bytes): 21 | Data: Australia
RID: 9 | Length (bytes): 17 | Data: Austria
RID: 10 | Length (bytes): 18 | Data: Azerbaijan
RID: 11 | Length (bytes): 17 | Data: Bahamas
RID: 12 | Length (bytes): 17 | Data: Bahrain
RID: 13 | Length (bytes): 19 | Data: Bangladesh
RID: 14 | Length (bytes): 22 | Data: Barbados
RID: 15 | Length (bytes): 16 | Data: Belarus
RID: 16 | Length (bytes): 19 | Data: Belgium
RID: 17 | Length (bytes): 18 | Data: Belize
RID: 18 | Length (bytes): 19 | Data: Benin
RID: 19 | Length (bytes): 17 | Data: Bhutan
RID: 20 | Length (bytes): 16 | Data: Bolivia
RID: 21 | Length (bytes): 32 | Data: Bosnia & Herzegovina
RID: 22 | Length (bytes): 20 | Data: Botswana
RID: 23 | Length (bytes): 18 | Data: Brazil
RID: 24 | Length (bytes): 29 | Data: Brunei
RID: 25 | Length (bytes): 17 | Data: Bulgaria
RID: 26 | Length (bytes): 27 | Data: Burkina Faso
RID: 27 | Length (bytes): 20 | Data: Burundi
RID: 28 | Length (bytes): 22 | Data: Cambodia
RID: 29 | Length (bytes): 19 | Data: Cameroon
RID: 30 | Length (bytes): 16 | Data: Canada
RID: 31 | Length (bytes): 19 | Data: Cabo Verde
RID: 32 | Length (bytes): 34 | Data: Central African Republic
RID: 33 | Length (bytes): 17 | Data: Chad
RID: 34 | Length (bytes): 17 | Data: Chile
RID: 35 | Length (bytes): 16 | Data: China
RID: 36 | Length (bytes): 19 | Data: Colombia
RID: 37 | Length (bytes): 17 | Data: Comoros
RID: 38 | Length (bytes): 36 | Data: Republic of the Congo
RID: 39 | Length (bytes): 22 | Data: Costa Rica
RID: 40 | Length (bytes): 17 | Data: Croatia
RID: 41 | Length (bytes): 14 | Data: Cuba
RID: 42 | Length (bytes): 17 | Data: Cyprus
RID: 43 | Length (bytes): 24 | Data: Czech Republic
RID: 44 | Length (bytes): 44 | Data: Democratic Republic of the Congo
RID: 45 | Length (bytes): 21 | Data: Denmark
RID: 46 | Length (bytes): 27 | Data: Djibouti
RID: 47 | Length (bytes): 18 | Data: Dominica
RID: 48 | Length (bytes): 35 | Data: Dominican Republic
RID: 49 | Length (bytes): 18 | Data: East Timor
RID: 50 | Length (bytes): 16 | Data: Ecuador
RID: 51 | Length (bytes): 14 | Data: Egypt
RID: 52 | Length (bytes): 27 | Data: El Salvador
RID: 53 | Length (bytes): 27 | Data: Equatorial Guinea
RID: 54 | Length (bytes): 17 | Data: Eritrea
RID: 55 | Length (bytes): 18 | Data: Estonia
RID: 56 | Length (bytes): 23 | Data: Ethiopia
RID: 57 | Length (bytes): 41 | Data: Federated States of Micronesia
RID: 58 | Length (bytes): 12 | Data: Fiji
RID: 59 | Length (bytes): 19 | Data: Finland
RID: 60 | Length (bytes): 15 | Data: France
RID: 61 | Length (bytes): 19 | Data: Gabon
RID: 62 | Length (bytes): 18 | Data: Georgia
RID: 63 | Length (bytes): 17 | Data: Germany
RID: 64 | Length (bytes): 14 | Data: Ghana
RID: 65 | Length (bytes): 16 | Data: Greece
RID: 66 | Length (bytes): 25 | Data: Grenada
RID: 67 | Length (bytes): 27 | Data: Guatemala
RID: 68 | Length (bytes): 17 | Data: Guinea
RID: 69 | Length (bytes): 23 | Data: Guinea-Bissau
RID: 70 | Length (bytes): 20 | Data: Guyana
RID: 71 | Length (bytes): 23 | Data: Haiti
RID: 72 | Length (bytes): 23 | Data: Honduras
RID: 73 | Length (bytes): 19 | Data: Hungary
RID: 74 | Length (bytes): 20 | Data: Iceland
RID: 75 | Length (bytes): 18 | Data: India
RID: 76 | Length (bytes): 20 | Data: Indonesia
RID: 77 | Length (bytes): 14 | Data: Iran
RID: 78 | Length (bytes): 15 | Data: Iraq
RID: 79 | Length (bytes): 17 | Data: Ireland
RID: 80 | Length (bytes): 28 | Data: Israel
